State,Vehicle_Type,Weather_Condition,Road_Condition,Road_Type,Time_of_Day,Speed_kmph,Crash_Force_kN,Helmet_Used,Seatbelt_Used,Alcohol_Involved,Mobile_Usage,Emergency_Response_Time_min,Driver_License,Gender,Severity,Number_of_Fatalities,Year,Month,Timing
Rajasthan,Car,Rainy,Damaged,Urban,Morning,60.8,84.84,Not Applicable,Yes,No,Yes,33.4,No,Female,Fatal,4,2021,October,6:44
Gujarat,Truck,Clear,Damaged,Highway,Night,90.3,123.18,Not Applicable,Yes,Yes,No,20.4,Yes,Male,Fatal,5,2023,May,1:53
Tamil Nadu,Bike,Foggy,Wet,Highway,Morning,92.7,138.42,Yes,Not Applicable,Yes,Yes,19,No,Male,Fatal,4,2022,June,4:09
Karnataka,Car,Clear,Wet,Urban,Night,53.2,81.72,Not Applicable,Yes,No,No,32.2,No,Female,Fatal,4,2023,January,2:34
Maharashtra,Car,Rainy,Dry,Urban,Evening,60.2,83.43,Not Applicable,No,Yes,No,34.6,Yes,Female,Fatal,6,2023,January,18:47
Rajasthan,Bike,Foggy,Dry,Rural,Night,76.9,121.65,Yes,Not Applicable,Yes,Yes,29.4,Expired,Female,Fatal,4,2021,August,2:16
Maharashtra,Bike,Foggy,Wet,Highway,Night,107.4,141.6,No,Not Applicable,Yes,No,24.7,Yes,Female,Fatal,5,2024,July,3:15
Rajasthan,Car,Foggy,Wet,Highway,Morning,80.8,126.43,Not Applicable,Yes,Yes,No,13.5,Yes,Female,Fatal,6,2021,June,9:09
Uttar Pradesh,Car,Foggy,Damaged,Urban,Night,44.2,70.53,Not Applicable,Yes,Yes,No,19.2,No,Male,Fatal,9,2024,June,23:22
Karnataka,Car,Rainy,Wet,Urban,Night,67.1,95.96,Not Applicable,No,Yes,No,12.6,Yes,Male,Fatal,5,2020,September,2:00
Karnataka,Bike,Clear,Wet,Rural,Night,57.3,87.02,Yes,Not Applicable,No,Yes,11.5,No,Female,Fatal,4,2019,January,0:33
Gujarat,Bike,Rainy,Wet,Highway,Night,94.6,133.24,Yes,Not Applicable,No,Yes,21.9,Expired,Female,Fatal,3,2022,June,21:16
Gujarat,Bike,Foggy,Dry,Highway,Morning,103.7,163.59,Yes,Not Applicable,No,No,10.6,No,Female,Fatal,3,2020,September,9:23
Karnataka,Bike,Clear,Damaged,Highway,Night,116.3,160.54,No,Not Applicable,Yes,No,21.3,Yes,Female,Fatal,5,2022,November,1:10
Maharashtra,Bike,Rainy,Wet,Urban,Afternoon,38.6,59.92,Yes,Not Applicable,Yes,No,29.2,Yes,Female,Fatal,5,2019,February,12:23
Rajasthan,Bike,Rainy,Wet,Highway,Morning,102.8,149.12,No,Not Applicable,No,Yes,25.8,No,Female,Fatal,3,2020,June,10:41
Tamil Nadu,Bike,Foggy,Wet,Rural,Morning,76.9,116.65,No,Not Applicable,Yes,No,32.9,Expired,Female,Fatal,4,2019,April,11:42
Karnataka,Car,Clear,Wet,Rural,Night,79.7,107.78,Not Applicable,No,Yes,No,13.9,No,Male,Fatal,8,2022,September,0:35
Uttar Pradesh,Car,Clear,Wet,Urban,Night,67.9,89.84,Not Applicable,Yes,Yes,Yes,20.7,Yes,Male,Fatal,9,2019,December,2:11
Maharashtra,Bus,Rainy,Wet,Highway,Morning,99,136.13,Not Applicable,No,Yes,No,34.7,Yes,Male,Fatal,35,2021,October,5:49
Tamil Nadu,Bike,Rainy,Wet,Rural,Afternoon,53.4,80.51,Yes,Not Applicable,Yes,Yes,32.6,Yes,Female,Fatal,3,2019,April,13:53
Rajasthan,Bike,Clear,Wet,Urban,Evening,41.9,59.58,Yes,Not Applicable,Yes,No,23.1,No,Female,Fatal,4,2019,June,18:11
Tamil Nadu,Bike,Rainy,Wet,Highway,Evening,88.6,137.88,No,Not Applicable,Yes,Yes,31.9,No,Male,Fatal,7,2022,October,18:35
Maharashtra,Bus,Rainy,Damaged,Urban,Evening,65.3,97.96,Not Applicable,No,Yes,Yes,18.4,No,Male,Fatal,42,2019,March,19:01
Rajasthan,Car,Rainy,Wet,Urban,Morning,65.2,85.01,Not Applicable,No,No,No,16.4,Expired,Male,Fatal,5,2023,April,4:55
Rajasthan,Truck,Foggy,Damaged,Rural,Afternoon,48.1,66.48,Not Applicable,Yes,Yes,No,19.8,No,Male,Fatal,4,2020,April,15:20
Gujarat,Bike,Rainy,Wet,Rural,Night,78.4,114.28,No,Not Applicable,No,No,24.2,Yes,Female,Fatal,3,2020,January,21:40
Maharashtra,Bike,Foggy,Dry,Urban,Night,67.6,103.32,No,Not Applicable,Yes,Yes,21.6,No,Male,Fatal,4,2020,September,1:42
Karnataka,Car,Rainy,Damaged,Urban,Night,46.6,67.2,Not Applicable,Yes,Yes,Yes,17.3,Yes,Male,Fatal,3,2021,June,22:27
Tamil Nadu,Bike,Foggy,Damaged,Highway,Evening,94.5,139.02,No,Not Applicable,No,No,18.5,No,Female,Fatal,4,2024,October,18:49
Rajasthan,Bike,Rainy,Wet,Urban,Night,55.7,85.41,No,Not Applicable,Yes,No,14.3,Yes,Female,Fatal,3,2023,June,3:08
Tamil Nadu,Bike,Foggy,Wet,Urban,Morning,39.3,62.05,Yes,Not Applicable,Yes,Yes,32.2,Expired,Male,Fatal,6,2024,September,6:55
Maharashtra,Car,Rainy,Dry,Urban,Night,56.7,89.84,Not Applicable,Yes,Yes,Yes,17.1,No,Female,Fatal,4,2024,December,3:08
Maharashtra,Truck,Clear,Wet,Urban,Night,42.4,57.79,Not Applicable,No,No,Yes,16.1,Yes,Male,Fatal,2,2020,May,23:47
Gujarat,Truck,Rainy,Damaged,Urban,Evening,60.2,91.66,Not Applicable,Yes,Yes,No,24.6,No,Male,Fatal,7,2020,May,18:54
Maharashtra,Truck,Clear,Dry,Rural,Morning,84.6,133.41,Not Applicable,Yes,No,No,10.6,No,Male,Fatal,2,2021,March,9:06
Tamil Nadu,Bus,Clear,Damaged,Highway,Night,93.3,123.71,Not Applicable,Yes,Yes,No,12.9,No,Male,Fatal,18,2024,January,21:52
Maharashtra,Car,Foggy,Wet,Urban,Afternoon,42.4,58.17,Not Applicable,Yes,Yes,No,20,Expired,Female,Fatal,6,2019,January,12:04
Gujarat,Truck,Clear,Dry,Highway,Evening,87.6,137.77,Not Applicable,Yes,Yes,No,23.2,Yes,Male,Fatal,3,2024,November,19:51
Gujarat,Truck,Rainy,Wet,Rural,Night,60,94.08,Not Applicable,No,Yes,No,21.8,Expired,Male,Fatal,6,2023,January,3:23
Tamil Nadu,Car,Foggy,Dry,Rural,Evening,67.1,102.74,Not Applicable,Yes,Yes,Yes,12.9,No,Female,Fatal,4,2021,December,18:31
Tamil Nadu,Car,Clear,Wet,Highway,Night,101.4,152.51,Not Applicable,Yes,Yes,No,25.4,Expired,Male,Fatal,6,2022,August,22:05
Uttar Pradesh,Bike,Rainy,Damaged,Urban,Night,69.1,99.37,Yes,Not Applicable,Yes,Yes,11,Expired,Male,Fatal,4,2022,October,1:56
Gujarat,Bike,Clear,Dry,Urban,Night,61.5,82.88,No,Not Applicable,Yes,Yes,14.6,Yes,Female,Fatal,2,2022,February,23:02
Uttar Pradesh,Car,Clear,Wet,Highway,Morning,109.2,155.11,Not Applicable,Yes,Yes,No,11.3,Yes,Female,Fatal,6,2020,September,4:22
Karnataka,Bus,Rainy,Wet,Highway,Evening,102.1,156.03,Not Applicable,Yes,No,No,20.3,Expired,Male,Fatal,13,2024,November,19:53
Tamil Nadu,Car,Rainy,Damaged,Rural,Morning,50.6,68.05,Not Applicable,Yes,Yes,No,11.7,No,Female,Fatal,4,2024,January,4:57
Tamil Nadu,Bike,Rainy,Wet,Urban,Evening,48.1,76.04,Yes,Not Applicable,Yes,Yes,13.7,Expired,Male,Fatal,6,2024,December,17:14
Karnataka,Truck,Rainy,Wet,Rural,Night,69.3,100.9,Not Applicable,Yes,Yes,Yes,27.4,No,Male,Fatal,7,2021,January,0:22
Tamil Nadu,Car,Rainy,Dry,Highway,Morning,93,121.16,Not Applicable,Yes,Yes,Yes,14.9,No,Female,Fatal,4,2019,January,8:47
Gujarat,Car,Rainy,Wet,Rural,Night,72.8,107.27,Not Applicable,Yes,Yes,No,16.3,Yes,Male,Fatal,9,2023,October,3:32
Maharashtra,Car,Foggy,Dry,Urban,Night,49.1,74.26,Not Applicable,No,Yes,No,22.4,No,Female,Fatal,3,2020,February,23:34
Karnataka,Bike,Clear,Wet,Highway,Night,78.2,103.4,No,Not Applicable,No,Yes,25,Yes,Female,Fatal,2,2024,February,3:21
Tamil Nadu,Car,Clear,Wet,Rural,Morning,71.9,107.68,Not Applicable,No,No,Yes,27.6,Expired,Male,Fatal,4,2019,September,4:07
Uttar Pradesh,Car,Clear,Damaged,Highway,Night,103.5,164.05,Not Applicable,Yes,Yes,No,14.9,No,Female,Fatal,7,2019,August,3:22
Gujarat,Bike,Clear,Dry,Highway,Morning,98.7,154.58,No,Not Applicable,Yes,No,22.5,Expired,Female,Fatal,4,2021,September,10:24
Gujarat,Bike,Clear,Damaged,Rural,Evening,80.9,122.79,No,Not Applicable,No,No,26.3,No,Male,Fatal,3,2020,May,18:18
Maharashtra,Bike,Rainy,Wet,Urban,Evening,37.5,49.33,Yes,Not Applicable,Yes,Yes,27.3,No,Female,Fatal,7,2024,July,20:37
Rajasthan,Car,Clear,Wet,Highway,Morning,77.6,109.9,Not Applicable,No,Yes,No,14.6,No,Female,Fatal,12,2020,December,7:27
Rajasthan,Bike,Rainy,Dry,Highway,Evening,75.5,117.5,No,Not Applicable,Yes,No,14.2,Expired,Female,Fatal,4,2022,November,20:30
Maharashtra,Car,Clear,Dry,Urban,Evening,50.2,73.82,Not Applicable,No,Yes,No,32.9,No,Female,Fatal,4,2022,May,17:42
Gujarat,Car,Clear,Wet,Urban,Night,43.4,59.7,Not Applicable,No,Yes,No,27.6,Yes,Female,Fatal,3,2023,September,3:46
Maharashtra,Bike,Clear,Damaged,Urban,Night,43.4,64.18,Yes,Not Applicable,Yes,No,32.6,No,Male,Fatal,7,2019,June,2:41
Tamil Nadu,Bike,Clear,Wet,Urban,Night,69.1,102.75,No,Not Applicable,Yes,No,33.1,Yes,Female,Fatal,5,2020,April,21:32
Rajasthan,Bike,Foggy,Wet,Highway,Afternoon,74.1,109.31,Yes,Not Applicable,Yes,Yes,11,Yes,Male,Fatal,3,2023,April,13:55
Rajasthan,Car,Clear,Wet,Highway,Evening,103.6,138.05,Not Applicable,No,Yes,Yes,30.7,Yes,Male,Fatal,3,2021,September,19:32
Gujarat,Bike,Clear,Wet,Urban,Morning,73.6,115.27,No,Not Applicable,No,Yes,25.9,Yes,Female,Fatal,3,2020,February,8:23
Karnataka,Bike,Clear,Wet,Highway,Morning,112.1,154.13,Yes,Not Applicable,No,No,12.8,Expired,Female,Fatal,3,2021,January,6:31
Tamil Nadu,Bike,Clear,Wet,Highway,Evening,98.8,153.44,Yes,Not Applicable,No,No,34,Expired,Female,Fatal,3,2022,September,19:37
Tamil Nadu,Truck,Foggy,Wet,Urban,Night,61.3,94.04,Not Applicable,Yes,Yes,Yes,31.7,Yes,Male,Fatal,3,2024,June,0:46
Maharashtra,Bus,Clear,Dry,Highway,Night,80.8,114.16,Not Applicable,Yes,Yes,Yes,13.4,No,Male,Fatal,15,2020,April,2:28
Gujarat,Truck,Clear,Wet,Highway,Night,102.8,157.99,Not Applicable,Yes,Yes,Yes,27.2,Expired,Male,Fatal,6,2022,November,1:12
Rajasthan,Bike,Foggy,Wet,Urban,Evening,37.4,53.11,No,Not Applicable,Yes,Yes,14.2,Expired,Female,Fatal,6,2024,March,19:21
Maharashtra,Bike,Clear,Damaged,Rural,Morning,59.9,78.89,Yes,Not Applicable,Yes,No,30.1,No,Female,Fatal,4,2021,January,5:53
Tamil Nadu,Car,Rainy,Dry,Highway,Night,91.3,131.44,Not Applicable,Yes,No,No,23.9,Yes,Female,Fatal,2,2020,September,22:27
Gujarat,Bike,Clear,Dry,Highway,Evening,93.5,137.94,Yes,Not Applicable,Yes,No,30.3,Yes,Male,Fatal,2,2020,February,18:06
Maharashtra,Bike,Clear,Dry,Highway,Night,79,104.95,Yes,Not Applicable,Yes,Yes,24,No,Female,Fatal,3,2024,February,1:05
Rajasthan,Car,Rainy,Wet,Rural,Night,71.5,95.49,Not Applicable,No,Yes,Yes,13.5,No,Female,Fatal,4,2020,September,0:34
Maharashtra,Bike,Foggy,Wet,Highway,Morning,93.6,135.62,Yes,Not Applicable,Yes,Yes,27.9,Yes,Female,Fatal,3,2022,April,8:05
Rajasthan,Bike,Clear,Wet,Urban,Night,63.2,90.91,Yes,Not Applicable,Yes,No,28.6,Yes,Male,Fatal,3,2020,September,2:07
Maharashtra,Bike,Clear,Wet,Rural,Morning,81.4,112.32,No,Not Applicable,No,Yes,18,No,Female,Fatal,4,2021,November,4:43
Karnataka,Car,Clear,Wet,Urban,Night,75.6,108.84,Not Applicable,Yes,Yes,No,34.6,No,Male,Fatal,4,2019,January,0:52
Gujarat,Truck,Clear,Damaged,Urban,Night,45.7,61.33,Not Applicable,Yes,No,Yes,26.1,No,Male,Fatal,4,2023,December,1:50
Maharashtra,Bus,Rainy,Damaged,Urban,Evening,66.9,90.86,Not Applicable,No,Yes,No,23.2,Yes,Male,Fatal,26,2019,June,17:28
Rajasthan,Bike,Clear,Wet,Rural,Night,80.9,115.43,Yes,Not Applicable,Yes,No,32.1,No,Female,Fatal,4,2023,April,1:38
Tamil Nadu,Car,Clear,Dry,Urban,Morning,74,101.84,Not Applicable,No,Yes,No,32.6,No,Male,Fatal,8,2022,May,6:25
Uttar Pradesh,Bike,Foggy,Damaged,Urban,Night,70.7,112.52,Yes,Not Applicable,Yes,No,22.1,Expired,Male,Fatal,4,2021,September,3:55
Gujarat,Bike,Clear,Wet,Highway,Evening,76.3,101.63,Yes,Not Applicable,Yes,Yes,15,No,Female,Fatal,4,2022,May,20:30
Gujarat,Truck,Clear,Wet,Urban,Afternoon,46.5,68.37,Not Applicable,No,No,No,31.5,No,Male,Fatal,3,2019,June,14:59
Gujarat,Car,Rainy,Dry,Urban,Morning,44.1,69.73,Not Applicable,Yes,Yes,Yes,34.8,No,Male,Fatal,8,2020,January,5:11
Karnataka,Car,Clear,Damaged,Highway,Night,79.3,107.47,Not Applicable,Yes,Yes,Yes,27.6,Yes,Male,Fatal,5,2022,August,21:09
Tamil Nadu,Truck,Clear,Wet,Urban,Morning,65.7,89.24,Not Applicable,Yes,Yes,Yes,19.2,Expired,Male,Fatal,4,2023,June,4:18
Karnataka,Bike,Clear,Wet,Urban,Night,75.7,99.15,Yes,Not Applicable,Yes,No,34.1,Yes,Male,Fatal,5,2023,May,2:30
Uttar Pradesh,Bike,Rainy,Wet,Rural,Night,61.1,90.51,Yes,Not Applicable,No,No,20.9,No,Female,Fatal,3,2023,January,0:00
Maharashtra,Bike,Rainy,Wet,Highway,Afternoon,75,104.84,Yes,Not Applicable,Yes,No,25.2,Yes,Male,Fatal,3,2022,April,14:19
Tamil Nadu,Car,Foggy,Damaged,Highway,Morning,100.3,148.99,Not Applicable,Yes,No,No,18.2,Yes,Female,Fatal,4,2024,July,8:02
Rajasthan,Car,Rainy,Dry,Highway,Night,104.3,141.22,Not Applicable,No,Yes,Yes,21.1,No,Female,Fatal,3,2024,August,23:31
Rajasthan,Car,Clear,Dry,Urban,Morning,47.2,61.65,Not Applicable,No,Yes,No,30.5,No,Male,Fatal,7,2021,February,6:37
Gujarat,Bike,Foggy,Wet,Urban,Afternoon,38.7,54.75,No,Not Applicable,Yes,No,31.7,Yes,Male,Fatal,5,2022,May,14:15
Rajasthan,Bike,Foggy,Damaged,Highway,Morning,70,105.2,Yes,Not Applicable,Yes,No,24.6,No,Female,Fatal,4,2023,November,4:57
Gujarat,Bike,Foggy,Wet,Highway,Evening,94.6,150.13,No,Not Applicable,Yes,No,27.2,No,Female,Fatal,7,2021,June,19:55
Gujarat,Car,Rainy,Wet,Urban,Afternoon,65.2,89.24,Not Applicable,Yes,Yes,Yes,20.4,No,Female,Fatal,4,2022,February,15:24
Rajasthan,Bike,Clear,Wet,Highway,Evening,89.4,140.48,No,Not Applicable,Yes,No,18.2,Yes,Female,Fatal,5,2023,November,17:19
Gujarat,Car,Clear,Damaged,Urban,Night,67.8,94.82,Not Applicable,Yes,Yes,No,26.8,Expired,Female,Fatal,6,2022,August,22:05
Gujarat,Car,Foggy,Wet,Highway,Night,107.9,158.44,Not Applicable,Yes,No,Yes,11.9,No,Female,Fatal,8,2022,May,1:11
Uttar Pradesh,Bus,Clear,Damaged,Urban,Night,64.9,97.47,Not Applicable,Yes,Yes,No,22.5,No,Male,Fatal,39,2024,September,0:33
Gujarat,Car,Foggy,Damaged,Highway,Afternoon,82.5,129.7,Not Applicable,No,Yes,No,26,Yes,Male,Fatal,6,2019,August,16:31
Gujarat,Car,Foggy,Damaged,Highway,Morning,97.3,154.82,Not Applicable,Yes,Yes,Yes,30.4,Expired,Male,Fatal,4,2024,October,10:09
Uttar Pradesh,Bike,Rainy,Wet,Highway,Night,105.5,158.34,Yes,Not Applicable,Yes,Yes,26.3,No,Male,Fatal,4,2020,April,3:05
Gujarat,Bike,Clear,Wet,Urban,Afternoon,40.5,62.58,No,Not Applicable,No,No,30,No,Male,Fatal,4,2021,November,12:35
Karnataka,Bike,Clear,Dry,Highway,Evening,90.2,139.93,Yes,Not Applicable,Yes,No,26.7,Expired,Male,Fatal,4,2023,February,20:58
Maharashtra,Car,Foggy,Damaged,Urban,Night,38.9,52.76,Not Applicable,Yes,Yes,Yes,32.3,No,Male,Fatal,8,2023,March,21:05
Uttar Pradesh,Bike,Rainy,Wet,Highway,Morning,77,107.47,No,Not Applicable,Yes,No,19.9,Yes,Female,Fatal,3,2019,February,5:38
Gujarat,Car,Clear,Wet,Rural,Evening,52.7,75.46,Not Applicable,No,Yes,No,20.8,Yes,Female,Fatal,5,2024,February,17:03
Karnataka,Bike,Clear,Wet,Highway,Night,97.2,132.07,Yes,Not Applicable,Yes,No,20.8,Expired,Male,Fatal,6,2021,September,3:40
Gujarat,Bike,Rainy,Damaged,Highway,Night,88.3,114.83,Yes,Not Applicable,Yes,No,16.7,Expired,Male,Fatal,4,2021,May,3:36
Uttar Pradesh,Car,Foggy,Damaged,Urban,Afternoon,44.1,69.61,Not Applicable,No,Yes,Yes,29.3,Yes,Female,Fatal,7,2022,November,13:42
Gujarat,Bike,Foggy,Dry,Rural,Night,79.5,122.89,Yes,Not Applicable,No,No,27.7,Yes,Male,Fatal,1,2021,August,3:14
Karnataka,Truck,Clear,Dry,Highway,Evening,98.8,147.83,Not Applicable,Yes,No,No,31.5,Yes,Male,Fatal,1,2019,July,18:38
Gujarat,Bike,Foggy,Damaged,Rural,Night,49.1,73.15,Yes,Not Applicable,Yes,No,25.5,No,Male,Fatal,4,2022,October,0:30
Rajasthan,Car,Clear,Damaged,Urban,Afternoon,60.1,85.27,Not Applicable,Yes,Yes,No,34.9,No,Female,Fatal,7,2021,May,15:44
Karnataka,Car,Rainy,Damaged,Highway,Evening,91,129.13,Not Applicable,Yes,Yes,No,17.7,Expired,Male,Fatal,8,2019,June,18:06
Gujarat,Bike,Rainy,Wet,Highway,Morning,102.9,143.5,No,Not Applicable,Yes,No,10.2,Yes,Male,Fatal,5,2020,September,11:53
Gujarat,Car,Foggy,Wet,Rural,Night,71.4,107.96,Not Applicable,Yes,Yes,No,19.6,Yes,Female,Fatal,6,2020,September,21:19
Gujarat,Bike,Clear,Damaged,Highway,Evening,107.7,164.12,Yes,Not Applicable,No,No,34.9,Yes,Male,Fatal,2,2022,August,19:49
Tamil Nadu,Car,Clear,Damaged,Rural,Evening,81.3,121.7,Not Applicable,Yes,No,Yes,18.1,Yes,Female,Fatal,5,2020,March,19:08
Rajasthan,Car,Rainy,Wet,Highway,Morning,72.2,96.39,Not Applicable,No,Yes,Yes,14.6,Yes,Female,Fatal,3,2024,July,7:14
Rajasthan,Truck,Clear,Damaged,Highway,Morning,108.9,156.92,Not Applicable,No,No,No,32.5,Yes,Male,Fatal,2,2021,April,9:57
Gujarat,Car,Rainy,Wet,Highway,Evening,83,109.96,Not Applicable,No,Yes,Yes,17.7,Yes,Female,Fatal,6,2019,September,18:59
Karnataka,Bike,Rainy,Damaged,Rural,Night,68.4,104.05,No,Not Applicable,Yes,No,33.1,No,Male,Fatal,7,2021,December,0:55
Uttar Pradesh,Bike,Clear,Wet,Highway,Evening,84.2,113.55,No,Not Applicable,No,Yes,27.5,Expired,Male,Fatal,4,2021,August,19:28
Maharashtra,Truck,Foggy,Wet,Urban,Night,66.6,96.77,Not Applicable,Yes,Yes,Yes,32.9,Expired,Male,Fatal,4,2019,January,1:44
Maharashtra,Bus,Rainy,Damaged,Urban,Night,52.5,70.07,Not Applicable,Yes,Yes,No,22.7,No,Male,Fatal,25,2020,July,21:14
Maharashtra,Bus,Clear,Damaged,Rural,Night,80.9,126.09,Not Applicable,Yes,No,No,30.8,Yes,Male,Fatal,6,2022,March,22:36
Tamil Nadu,Car,Clear,Dry,Highway,Afternoon,79.4,120.28,Not Applicable,No,No,No,34.5,Yes,Female,Fatal,3,2019,November,14:46
Karnataka,Bus,Foggy,Dry,Rural,Afternoon,49.2,65.83,Not Applicable,No,Yes,Yes,12.6,No,Male,Fatal,33,2024,January,15:33
Gujarat,Car,Clear,Damaged,Urban,Night,52.3,81.3,Not Applicable,Yes,Yes,No,25.7,No,Male,Fatal,8,2023,January,1:45
Maharashtra,Car,Foggy,Wet,Urban,Afternoon,60,80.52,Not Applicable,No,Yes,Yes,33.9,Expired,Male,Fatal,6,2023,January,15:54
Tamil Nadu,Car,Rainy,Wet,Highway,Morning,89.2,138.18,Not Applicable,Yes,Yes,No,30.4,Expired,Male,Fatal,10,2020,November,4:16
Karnataka,Truck,Foggy,Dry,Highway,Evening,86.3,131.63,Not Applicable,Yes,No,No,10.7,Expired,Male,Fatal,2,2019,April,20:54
Maharashtra,Car,Clear,Dry,Highway,Night,88.1,135.8,Not Applicable,Yes,No,No,25.7,No,Female,Fatal,2,2023,April,3:29
Karnataka,Car,Clear,Damaged,Rural,Night,57.2,83.95,Not Applicable,No,Yes,Yes,31.3,Expired,Male,Fatal,4,2021,December,22:49
Gujarat,Car,Rainy,Damaged,Highway,Evening,90.3,142.81,Not Applicable,Yes,Yes,Yes,30,Yes,Female,Fatal,7,2024,October,18:59
Maharashtra,Bike,Clear,Wet,Highway,Night,91.5,136.1,Yes,Not Applicable,Yes,No,34.3,Yes,Male,Fatal,3,2022,December,3:01
Rajasthan,Bike,Clear,Wet,Highway,Night,111.1,147.06,Yes,Not Applicable,Yes,Yes,10.3,Yes,Female,Fatal,5,2022,March,1:41
Karnataka,Car,Foggy,Wet,Highway,Afternoon,91,130.32,Not Applicable,Yes,Yes,No,30,Expired,Female,Fatal,10,2021,September,14:17
Rajasthan,Bike,Clear,Damaged,Highway,Night,85.3,119.19,No,Not Applicable,Yes,No,19.8,Yes,Female,Fatal,5,2022,February,21:13
Karnataka,Bike,Clear,Wet,Rural,Morning,57.3,85.59,Yes,Not Applicable,Yes,Yes,29,Yes,Female,Fatal,5,2019,April,4:16
Karnataka,Car,Rainy,Dry,Rural,Evening,48.9,77.22,Not Applicable,No,Yes,Yes,14.2,No,Female,Fatal,3,2024,October,18:25
Maharashtra,Car,Rainy,Dry,Highway,Morning,91.1,123.18,Not Applicable,No,Yes,No,28.6,Expired,Male,Fatal,7,2023,February,11:50
Gujarat,Car,Clear,Wet,Rural,Night,66.1,91.55,Not Applicable,Yes,Yes,No,31.3,Expired,Male,Fatal,4,2022,August,21:16
Karnataka,Bus,Foggy,Dry,Highway,Night,102.8,139.71,Not Applicable,No,Yes,No,33.3,Yes,Male,Fatal,19,2024,January,22:35
Maharashtra,Car,Clear,Damaged,Highway,Morning,104.4,163.28,Not Applicable,Yes,Yes,Yes,22.3,Expired,Male,Fatal,7,2024,May,9:48
Gujarat,Car,Clear,Wet,Rural,Night,67.6,97.03,Not Applicable,Yes,Yes,No,25.5,Yes,Female,Fatal,3,2020,November,0:39
Tamil Nadu,Bike,Rainy,Wet,Rural,Evening,73.6,112.37,No,Not Applicable,Yes,Yes,21.8,Yes,Female,Fatal,5,2019,July,19:18
Rajasthan,Bike,Rainy,Wet,Highway,Afternoon,103.3,150.64,Yes,Not Applicable,No,Yes,22.1,Yes,Female,Fatal,3,2021,May,15:37
Tamil Nadu,Car,Clear,Damaged,Rural,Night,65.2,99.72,Not Applicable,Yes,Yes,Yes,18.2,Expired,Female,Fatal,8,2023,May,22:54
Uttar Pradesh,Car,Rainy,Damaged,Urban,Morning,43.2,69.11,Not Applicable,No,Yes,No,18.1,Yes,Male,Fatal,3,2019,February,10:10
Tamil Nadu,Bus,Rainy,Damaged,Highway,Night,108.8,151.13,Not Applicable,Yes,No,Yes,21.6,Yes,Male,Fatal,12,2022,December,0:36
Gujarat,Car,Rainy,Wet,Urban,Night,63.4,97.58,Not Applicable,Yes,No,No,29.4,Expired,Female,Fatal,4,2021,August,1:46
Uttar Pradesh,Car,Rainy,Damaged,Highway,Night,100.3,144.83,Not Applicable,Yes,No,Yes,29.1,Yes,Female,Fatal,3,2021,September,23:10
Karnataka,Car,Foggy,Wet,Highway,Morning,72.3,97.01,Not Applicable,Yes,No,Yes,31,No,Male,Fatal,5,2023,August,6:29
Uttar Pradesh,Bike,Clear,Wet,Urban,Evening,47.8,65.5,No,Not Applicable,Yes,No,25.4,No,Male,Fatal,4,2019,April,19:45
Uttar Pradesh,Bus,Rainy,Damaged,Urban,Night,42.5,59.4,Not Applicable,No,No,Yes,13.6,Yes,Male,Fatal,20,2020,January,0:27
Tamil Nadu,Car,Rainy,Wet,Urban,Night,59,91.69,Not Applicable,No,Yes,No,21.1,Yes,Female,Fatal,9,2022,November,0:33
Karnataka,Car,Clear,Wet,Highway,Morning,90.7,137.69,Not Applicable,Yes,Yes,Yes,17.6,Yes,Male,Fatal,3,2020,November,5:05
Tamil Nadu,Bike,Foggy,Wet,Urban,Night,68.2,102.72,No,Not Applicable,Yes,No,14.5,Yes,Female,Fatal,3,2022,March,0:30
Gujarat,Bike,Rainy,Damaged,Highway,Night,79,122.74,Yes,Not Applicable,No,Yes,18.2,Yes,Female,Fatal,2,2020,September,0:10
Uttar Pradesh,Car,Rainy,Wet,Urban,Evening,55.5,73.96,Not Applicable,Yes,Yes,No,17.5,Expired,Male,Fatal,4,2019,November,20:12
Uttar Pradesh,Truck,Foggy,Dry,Highway,Morning,78.3,122.42,Not Applicable,No,No,Yes,10.9,Yes,Male,Fatal,1,2021,March,7:01
Tamil Nadu,Car,Clear,Damaged,Highway,Morning,93.2,135.44,Not Applicable,No,No,Yes,23.8,Expired,Female,Fatal,6,2021,January,6:42
Gujarat,Car,Rainy,Wet,Rural,Night,78.9,114.73,Not Applicable,Yes,No,No,18.7,No,Female,Fatal,5,2022,July,2:06
Uttar Pradesh,Bus,Rainy,Wet,Urban,Evening,65.8,104.43,Not Applicable,No,No,No,21.7,No,Male,Fatal,33,2022,May,17:10
Rajasthan,Bike,Clear,Damaged,Urban,Night,56.6,75.05,No,Not Applicable,Yes,Yes,29.7,Expired,Female,Fatal,4,2021,April,1:06
Tamil Nadu,Bike,Foggy,Dry,Highway,Afternoon,93.9,141.77,Yes,Not Applicable,No,Yes,24.8,Yes,Male,Fatal,2,2020,May,12:26
Uttar Pradesh,Bike,Foggy,Wet,Urban,Night,67.3,101.08,No,Not Applicable,Yes,No,31.6,Yes,Male,Fatal,5,2022,January,2:18
Rajasthan,Bike,Foggy,Wet,Urban,Night,53.5,74.62,Yes,Not Applicable,No,No,16.3,No,Male,Fatal,4,2020,July,1:39
